084354011,10073505 ,,,,,,
100440905,10133312 ,,,,,,
100450722,10057567 ,,,,,,
100460527,10085512 ,,,,,,
100470915,10023299 ,,,,,,
100500828,10022034 ,,,,,,
100500901,10099895 ,,,,,,
100541030,10084095 ,,,,,,
100570522,10132797 ,,,,,,
100600610,10057608 ,,,,,,
100651025,10080324 ,,,,,,
100670530,10140809 ,,,,,,
100760809,10135782 ,,,,,,
100810108,10099692 ,,,,,,
100810112,10047872 ,,,,,,
100810813,10141406 ,,,,,,
100810914,10109125 ,,,,,,
100811026,10003356 ,,,,,,
100811124,10040508 ,,,,,,
100820107,10014753 ,,,,,,
100820111,10008423 ,,,,,,
100820227,10081481 ,,,,,,
100820326,10063821 ,,,,,,
100820417,10052047 ,,,,,,
100820628,10027975 ,,,,,,
100820804,10094131 ,,,,,,
100820811,10027151 ,,,,,,
100820812,10075235 ,,,,,,
100820901,10008087 ,,,,,,
100820921,10025845 ,,,,,,
100820926,10001323 ,,,,,,
100821018,10129709 ,,,,,,
100821207,10129315 ,,,,,,
100821211,10127423 ,,,,,,
100821224,10009255 ,,,,,,
100830107,10071292 ,,,,,,
100830203,10056432 ,,,,,,
100830223,10112494 ,,,,,,
100830224,10103297 ,,,,,,
100830228,10042604 ,,,,,,
100830418,10107151 ,,,,,,
100830426,10135334 ,,,,,,
100830512,10046286 ,,,,,,
100830531,10046161 ,,,,,,
100830601,10070088 ,,,,,,
100830606,10025641 ,,,,,,
100830617,10030192 ,,,,,,
100830619,10139703 ,,,,,,
100830625,10033343 ,,,,,,
100830721,10008935 ,,,,,,
100830723,10042178 ,,,,,,
100830728,10024124 ,,,,,,
100830731,10139514 ,,,,,,
100830808,10129694 ,,,,,,
100830820,10140783 ,,,,,,
100830822,10045208 ,,,,,,
100830828,10059875 ,,,,,,
100830910,10070969 ,,,,,,
100831114,10074263 ,,,,,,
100831118,10079423 ,,,,,,
100831202,10110826 ,,,,,,
100831213,10038889 ,,,,,,
100840113,10119176 ,,,,,,
100840205,10085283 ,,,,,,
100840211,10115270 ,,,,,,
100840302,10062294 ,,,,,,
100840406,10005615 ,,,,,,
100840508,10090755 ,,,,,,
100840512,10113268 ,,,,,,
100840603,10053986 ,,,,,,
100840825,10032740 ,,,,,,
100840916,10048686 ,,,,,,
100841011,10129551 ,,,,,,
100850112,10040503 ,,,,,,
100850412,10071205 ,,,,,,
100850620,10052825 ,,,,,,
100850804,10051498 ,,,,,,
100850819,10102801 ,,,,,,
100860110,10026743 ,,,,,,
100860125,10030595 ,,,,,,
100860127,10080015 ,,,,,,
100860207,10115946 ,,,,,,
100860215,10025626 ,,,,,,
100860422,10017056 ,,,,,,
100860909,10036906 ,,,,,,
100861012,10133474 ,,,,,,
100861205,10107006 ,,,,,,
100861212,10075335 ,,,,,,
100870116,10102110 ,,,,,,
100871215,10116028 ,,,,,,
101821207,10137248 ,,,,,,
101850412,10026867 ,,,,,,
164024018,10055573 ,,,,,,
200000001,10038789 ,,,,,,
200000002,10057317 ,,,,,,
200000003,10040723 ,,,,,,
200000004,10072134 ,,,,,,
200000005,10031415 ,,,,,,
200000006,10112252 ,,,,,,
200000007,10086078 ,,,,,,
200000008,10036943 ,,,,,,
200000009,10068800 ,,,,,,
200000010,10083548 ,,,,,,
200000011,10083726 ,,,,,,
200000012,10009752 ,,,,,,
200000013,10133368 ,,,,,,
200000014,10004157 ,,,,,,
200000015,10086072 ,,,,,,
200000016,10093123 ,,,,,,
200000017,10037025 ,,,,,,
200000018,10098997 ,,,,,,
200000019,10125126 ,,,,,,
200000020,10059532 ,,,,,,
200000021,10111040 ,,,,,,
200000022,10085116 ,,,,,,
200000023,10031734 ,,,,,,
200000024,10060038 ,,,,,,
200000025,10029338 ,,,,,,
200000026,10129282 ,,,,,,
200000027,10047900 ,,,,,,
200000028,10023628 ,,,,,,
200000029,10046127 ,,,,,,
200000030,10129128 ,,,,,,
200000031,10034634 ,,,,,,
200000032,10050294 ,,,,,,
200000033,10042162 ,,,,,,
200000034,10119437 ,,,,,,
200000035,10139512 ,,,,,,
200000036,10038615 ,,,,,,
200000037,10010726 ,,,,,,
200000038,10073814 ,,,,,,
200000039,10115217 ,,,,,,
200000040,10111125 ,,,,,,
200000041,10123545 ,,,,,,
200000042,10105027 ,,,,,,
200000043,10058154 ,,,,,,
200000044,10030871 ,,,,,,
200000045,10010823 ,,,,,,
200000046,10032604 ,,,,,,
200000047,10120475 ,,,,,,
200000048,10114374 ,,,,,,
200000049,10057952 ,,,,,,
200000051,10121548 ,,,,,,
200000052,10107993 ,,,,,,
200000053,10133817 ,,,,,,
200000054,10084201 ,,,,,,
200000055,10079647 ,,,,,,
200000056,10041531 ,,,,,,
200000057,10086768 ,,,,,,
200000058,10130836 ,,,,,,
200000059,10086146 ,,,,,,
200000060,10086102 ,,,,,,
200000061,10111501 ,,,,,,
200000062,10141536 ,,,,,,
200000063,10093636 ,,,,,,
200000064,10138249 ,,,,,,
200000066,10109750 ,,,,,,
200000067,10041354 ,,,,,,
200000068,10026311 ,,,,,,
200000069,10046085 ,,,,,,
200000070,10030824 ,,,,,,
200000071,10016499 ,,,,,,
200000072,10130371 ,,,,,,
200000073,10070029 ,,,,,,
200000074,10035254 ,,,,,,
200000075,10005011 ,,,,,,
200000076,10070339 ,,,,,,
200000077,10047969 ,,,,,,
200000078,10094013 ,,,,,,
200000079,10058987 ,,,,,,
200000080,10098904 ,,,,,,
200000081,10105690 ,,,,,,
200000082,10125932 ,,,,,,
200000083,10004267 ,,,,,,
200000084,10053047 ,,,,,,
200000085,10015524 ,,,,,,
200000086,10095167 ,,,,,,
200000087,10049385 ,,,,,,
200000088,10040305 ,,,,,,
200000089,10100835 ,,,,,,
200000090,10052069 ,,,,,,
200000091,10114612 ,,,,,,
200000092,10101451 ,,,,,,
200000093,10087310 ,,,,,,
200000094,10084955 ,,,,,,
200000095,10073722 ,,,,,,
200000097,10058833 ,,,,,,
200000098,10110729 ,,,,,,
200000099,10091795 ,,,,,,
200000100,10043112 ,,,,,,
200000101,10085691 ,,,,,,
200000102,10005311 ,,,,,,
200000103,10067346 ,,,,,,
200000104,10013739 ,,,,,,
200000105,10055205 ,,,,,,
200000106,10026711 ,,,,,,
200000107,10051532 ,,,,,,
200000108,10100738 ,,,,,,
200000109,10112737 ,,,,,,
200000110,10132455 ,,,,,,
200000111,10136534 ,,,,,,
200000112,10016986 ,,,,,,
200000113,10022704 ,,,,,,
200000114,10106086 ,,,,,,
200000115,10101455 ,,,,,,
200000116,10099689 ,,,,,,
200000117,10121178 ,,,,,,
200000118,10032472 ,,,,,,
200000119,10119603 ,,,,,,
200000120,10049509 ,,,,,,
200000121,10034319 ,,,,,,
200000122,10050941 ,,,,,,
200000123,10101641 ,,,,,,
200000124,10064653 ,,,,,,
200000125,10111770 ,,,,,,
200000126,10020386 ,,,,,,
200000127,10014024 ,,,,,,
200000128,10109489 ,,,,,,
200000129,10040519 ,,,,,,
200000130,10006793 ,,,,,,
200000131,10051203 ,,,,,,
200000133,10134064 ,,,,,,
200000134,10020812 ,,,,,,
200000135,10029484 ,,,,,,
